0.0,2.34,23.08,-3.1,16.96,11.6,0,0,1,0,0,0,0,b01-132 (1).png
0.0,3.49,29.9,24.48,17.07,9.71,0,0,1,0,0,0,0,d06-008 (1).png
1.0,2.38,21.79,21.93,12.57,11.67,0,0,1,0,0,0,0,c03-087e (1).png
-1.0,0.79,28.96,-10.13,37.04,10.38,0,0,1,0,0,0,0,g03-064.png
0.0,2.42,32.9,2.19,16.17,8.31,0,0,1,0,0,0,0,g06-011h.png
-1.0,0.66,20.86,-15.54,22.68,9.9,0,0,1,0,0,0,0,g07-079a.png
-2.0,0.84,3.35,-5.42,15.36,14.45,0,0,1,0,0,0,0,n01-052.png
0.0,0.55,27.41,7.94,18.16,8.19,0,0,1,0,0,0,0,e01-050.png
-1.0,0.0,15.08,17.01,20.55,9.33,0,0,1,0,0,0,0,e07-007.png
0.0,2.42,20.98,0.5,17.77,8.47,1,0,1,0,0,0,0,g06-045h.png
0.0,0.0,14.8,8.67,23.97,10.28,0,0,1,0,0,0,0,a01-102 (1).png
0.0,3.55,19.67,6.88,20.17,12.43,0,0,1,0,0,0,0,r06-035.png
0.0,4.13,27.49,15.92,22.59,5.72,0,0,1,0,0,0,0,m06-019.png
0.0,2.02,18.52,11.68,12.3,12.35,0,0,1,0,0,0,0,f07-092b.png
0.0,3.57,21.67,-7.57,15.44,12.69,0,0,1,0,0,0,0,c03-003a (1).png
0.0,2.44,23.99,-0.51,25.01,5.94,1,0,1,0,0,0,0,g06-047c.png
0.0,0.29,21.21,-10.16,15.36,8.95,0,0,1,0,0,0,0,e02-014.png
0.0,0.05,22.12,25.82,15.53,11.6,0,0,1,0,0,0,0,r02-146.png
0.0,2.1,28.73,16.38,10.75,5.2,0,0,1,0,0,0,0,g07-007b.png
-1.0,0.85,18.47,18.48,15.25,12.65,0,0,1,0,0,0,0,r02-089.png
0.0,1.18,21.43,7.77,14.44,8.62,0,0,1,0,0,0,0,h01-010.png
0.0,4.05,25.62,18.73,14.53,9.8,0,0,1,0,0,0,0,r03-090.png
0.0,2.31,28.14,22.73,10.02,6.74,0,0,1,0,0,0,0,d01-016 (1).png
0.0,6.22,29.21,1.1,12.8,10.01,0,0,1,0,0,0,0,b04-047 (1).png
0.0,6.22,34.59,-7.85,12.16,7.64,0,0,1,0,0,0,0,g06-031r.png
0.0,3.68,13.89,7.23,18.44,9.12,0,0,1,0,0,0,0,b03-114 (1).png
0.0,1.67,34.4,18.82,17.75,8.32,0,0,1,0,0,0,0,a04-043 (1).png
0.0,1.1,19.32,-13.76,11.76,12.48,0,0,1,0,0,0,0,p02-155.png
1.0,2.27,20.72,19.81,13.59,11.99,0,0,1,0,0,0,0,c03-000e (1).png
0.0,0.72,10.35,-8.63,18.71,8.46,0,0,1,0,0,0,0,b06-004 (1).png
0.0,0.68,22.98,21.12,22.76,6.66,0,0,1,0,0,0,0,p02-101.png
0.0,1.75,28.27,10.69,14.42,9.27,0,0,1,0,0,0,0,n04-084.png
0.0,2.4,17.42,1.62,10.78,10.05,0,0,1,0,0,0,0,a06-057 (1).png
0.0,0.97,28.58,10.27,12.01,7.18,0,0,1,0,0,0,0,g07-047.png
0.0,0.54,24.58,25.69,15.25,9.79,0,0,1,0,0,0,0,a03-017 (1).png
0.0,8.24,27.04,25.46,17.7,9.33,0,0,1,0,0,0,0,e06-021.png
0.0,3.95,21.12,-11.29,15.68,11.03,0,0,1,0,0,0,0,c02-082 (1).png
0.0,2.09,34.83,-12.3,12.68,5.93,0,0,1,0,0,0,0,n03-091.png
0.0,7.08,33.18,8.23,16.42,7.33,0,0,1,0,0,0,0,g06-026i.png
0.0,1.59,29.52,8.59,15.15,8.07,0,0,1,0,0,0,0,g06-018d.png
