0,2.340321794246709,87.22222222222223,-3.096534382627722,64.08359788359789,43.85294117647059,b01-132 (1).png,1869,2129,95.9866
0,3.4934497816593884,113.0,24.480305928946287,64.51583333333335,36.701492537313435,d06-008 (1).png,1869,2129,95.9866
1,2.379771938522558,82.33333333333333,21.931501898088758,47.492592592592594,44.11764705882353,c03-087e (1).png,1869,2129,95.9866
-1,0.7947639083683964,109.42857142857143,-10.126934513264128,139.9811507936508,39.22222222222222,g03-064.png,1869,2129,95.9866
0,2.424830261881668,124.33333333333333,2.192949082295393,61.08833333333333,31.417582417582416,g06-011h.png,1869,2129,95.9866
-1,0.6615776081424937,78.81818181818181,-15.543249238788922,85.70899470899472,37.395348837209305,g07-079a.png,1869,2129,95.9866
-2,0.8429926238145415,12.666666666666666,-5.424468055722011,nan,54.60294117647059,n01-052.png,1869,2129,95.9866
0,0.5483549351944167,103.57142857142857,7.938370337443986,68.61830357142857,30.964285714285715,e01-050.png,1869,2129,95.9866
-1,0.0,57.0,17.014326182238428,77.66682539682539,35.25352112676056,e07-007.png,1869,2129,95.9866
0,2.4177949709864603,79.28571428571429,0.4953788818973597,67.15252976190476,32.01724137931034,g06-045h.png,1869,2129,95.9866
0,0.0,55.916666666666664,8.674289255869665,90.57051282051283,38.853658536585364,a01-102 (1).png,1869,2129,95.9866
0,3.5500230520977407,74.33333333333333,6.876807405385041,76.21190476190476,46.96153846153846,r06-035.png,1869,2129,95.9866
0,4.127134724857686,103.875,15.923892914910084,85.36309523809524,21.602739726027398,m06-019.png,1869,2129,95.9866
0,2.016885553470919,70.0,11.683627474206727,46.48611111111111,46.67272727272727,f07-092b.png,1869,2129,95.9866
0,3.5748331744518587,81.875,-7.568025870791906,58.353880070546744,47.943661971830984,c03-003a (1).png,1869,2129,95.9866
0,2.437858508604206,90.66666666666667,-0.5119084465193526,94.52248677248676,22.455882352941178,g06-047c.png,1869,2129,95.9866
0,0.28971511347175277,80.16666666666667,-10.15702324719147,nan,33.833333333333336,e02-014.png,1869,2129,95.9866
0,0.05165289256198347,83.6,25.82436925283374,58.693888888888885,43.825,r02-146.png,1869,2129,95.9866
0,2.1042563366810136,108.57142857142857,16.380416572363462,40.61156462585034,19.666666666666668,g07-007b.png,1869,2129,95.9866
-1,0.8470353761833582,69.8,18.477686261773815,57.64267676767677,47.79545454545455,r02-089.png,1869,2129,95.9866
0,1.1822660098522169,81.0,7.76937116990957,54.557291666666664,32.56716417910448,h01-010.png,1869,2129,95.9866
0,4.048964218455744,96.83333333333333,18.731186421737466,54.900963718820854,37.03448275862069,r03-090.png,1869,2129,95.9866
0,2.3054755043227666,106.33333333333333,22.73324944302091,37.84722222222222,25.47222222222222,d01-016 (1).png,1869,2129,95.9866
0,6.220322886989553,110.4,1.1042883395886356,48.37622053872054,37.827586206896555,b04-047 (1).png,1869,2129,95.9866
0,6.220767072029934,130.71428571428572,-7.854891401934348,45.95555555555556,28.876923076923077,g06-031r.png,1869,2129,95.9866
0,3.6757775683317626,52.5,7.230485289089766,69.68544973544974,34.45762711864407,b03-114 (1).png,1869,2129,95.9866
0,1.6707616707616706,130.0,18.824908541738303,67.07116402116404,31.451612903225808,a04-043 (1).png,1869,2129,95.9866
0,1.099952175992348,73.0,-13.758496824870592,44.44444444444444,47.166666666666664,p02-155.png,1869,2129,95.9866
1,2.271651680075722,78.28571428571429,19.81484747710248,51.375,45.31707317073171,c03-000e (1).png,1869,2129,95.9866
0,0.7173601147776184,39.111111111111114,-8.633401929801042,70.68785714285715,31.985714285714284,b06-004 (1).png,1869,2129,95.9866
0,0.6815968841285297,86.85714285714286,21.116756338488365,86.01066468253968,25.153846153846153,p02-101.png,1869,2129,95.9866
0,1.7527675276752765,106.83333333333333,10.690235814136127,54.50085034013605,35.016666666666666,n04-084.png,1869,2129,95.9866
0,2.3972602739726026,65.83333333333333,1.6186003239134539,40.737037037037034,37.96491228070175,a06-057 (1).png,1869,2129,95.9866
0,0.9732360097323601,108.0,10.267987918211707,45.38243145743146,27.139240506329113,g07-047.png,1869,2129,95.9866
0,0.535801266439357,92.875,25.68932426906785,57.63439153439154,36.984375,a03-017 (1).png,1869,2129,95.9866
0,8.24390243902439,102.2,25.46316466147026,66.88603896103895,35.26923076923077,e06-021.png,1869,2129,95.9866
0,3.950743971267317,79.8,-11.293149919110444,59.25,41.666666666666664,c02-082 (1).png,1869,2129,95.9866
0,2.086365841824357,131.625,-12.301520841233756,47.911904761904765,22.426470588235293,n03-091.png,1869,2129,95.9866
